                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    123,                 1.4762,                0.66465,                0.85102,                0.87551,                0.75871,                0.82045,                0.34799,                 2.0459,                 1.1186,                 1.0094,             0.00076042,             0.00076042,             0.00076042
                    124,                 1.4382,                0.65512,                0.86203,                0.85762,                0.76416,                0.82116,                0.35444,                 2.0386,                 1.0825,                 1.0101,             0.00075844,             0.00075844,             0.00075844
                    125,                    1.5,                0.69064,                0.85536,                0.84144,                0.79602,                0.81649,                0.35326,                 2.0263,                 1.0534,                 1.0069,             0.00075646,             0.00075646,             0.00075646
                    126,                 1.4871,                0.67144,                0.86021,                0.83517,                0.72388,                0.77949,                0.31835,                 2.1017,                 1.0967,                 1.0096,             0.00075448,             0.00075448,             0.00075448
                    127,                 1.4538,                0.65481,                0.86313,                0.85941,                0.76119,                0.80427,                 0.3375,                 2.0598,                   1.13,                  1.001,              0.0007525,              0.0007525,              0.0007525
                    128,                 1.4533,                0.66227,                0.85599,                0.82538,                0.76428,                 0.8065,                0.33726,                 2.0605,                 1.1541,                 1.0013,             0.00075052,             0.00075052,             0.00075052
                    129,                 1.4604,                0.66683,                 0.8487,                0.88454,                0.72419,                0.81782,                0.35449,                  2.024,                  1.234,                 1.0012,             0.00074854,             0.00074854,             0.00074854
                    130,                  1.468,                0.66434,                0.85064,                0.83405,                0.75622,                 0.7956,                0.33862,                 2.0056,                 1.1302,                0.99826,             0.00074656,             0.00074656,             0.00074656
                    131,                 1.4426,                0.65146,                 0.8498,                0.84374,                0.78856,                 0.8351,                0.34775,                 2.0444,                 1.0995,                0.99447,             0.00074458,             0.00074458,             0.00074458
                    132,                 1.4056,                0.64104,                0.84805,                0.87742,                0.78358,                0.84634,                0.35964,                 2.0039,                 1.0637,                0.99622,              0.0007426,              0.0007426,              0.0007426
